
SetupTitle, ZnO IV
DataValue, -1.9000000000000001, -6.2076899999999994E-07, 6.20665E-07, -6.2076899999999988E-11, 6.20665E-11, 6.2076899999999994E-07, -14.292306804891235
DataValue, -1.8900000000000001, -6.11659E-07, 6.1157899999999995E-07, -6.1165899999999992E-11, 6.1157899999999988E-11, 6.11659E-07, -14.307090899264347
DataValue, -1.8800000000000001, -6.02643E-07, 6.02921E-07, -6.02643E-11, 6.029209999999999E-11, 6.02643E-07, -14.321940855344987
DataValue, -1.87, -5.94029E-07, 5.94215E-07, -5.940289999999999E-11, 5.9421499999999987E-11, 5.94029E-07, -14.336337697226679
DataValue, -1.86, -5.85301E-07, 5.85258E-07, -5.8530099999999984E-11, 5.8525800000000009E-11, 5.85301E-07, -14.351139592125152
DataValue, -1.85, -5.76713E-07, 5.76726E-07, -5.7671299999999994E-11, 5.7672599999999995E-11, 5.76713E-07, -14.36592109452952
DataValue, -1.84, -5.68329E-07, 5.68177E-07, -5.6832899999999993E-11, 5.6817699999999994E-11, 5.68329E-07, -14.380565360559402
DataValue, -1.83, -5.60191E-07, 5.60188E-07, -5.6019099999999995E-11, 5.6018799999999996E-11, 5.60191E-07, -14.394988039940282
DataValue, -1.82, -5.52172E-07, 5.52133E-07, -5.5217199999999991E-11, 5.52133E-11, 5.52172E-07, -14.40940624500181
DataValue, -1.81, -5.44208E-07, 5.43943E-07, -5.44208E-11, 5.43943E-11, 5.44208E-07, -14.423934310227551
DataValue, -1.8, -5.36337E-07, 5.36199E-07, -5.3633699999999997E-11, 5.3619899999999992E-11, 5.36337E-07, -14.438503142101069
DataValue, -1.79, -5.28434E-07, 5.28578E-07, -5.2843399999999987E-11, 5.2857799999999996E-11, 5.28434E-07, -14.453347921175269
DataValue, -1.78, -5.20978E-07, 5.21113E-07, -5.209779999999999E-11, 5.2111299999999989E-11, 5.20978E-07, -14.467558022572131
DataValue, -1.77, -5.1341599999999994E-07, 5.13465E-07, -5.1341599999999994E-11, 5.13465E-11, 5.1341599999999994E-07, -14.482179404211189
DataValue, -1.76, -5.0598999999999994E-07, 5.05884E-07, -5.059899999999999E-11, 5.0588399999999991E-11, 5.0598999999999994E-07, -14.496748930700083
DataValue, -1.75, -4.98569E-07, 4.98441E-07, -4.985689999999999E-11, 4.9844099999999994E-11, 4.98569E-07, -14.511523841877287
DataValue, -1.74, -4.91457E-07, 4.9128399999999994E-07, -4.9145699999999992E-11, 4.9128399999999984E-11, 4.91457E-07, -14.525891388470251
DataValue, -1.73, -4.84429E-07, 4.84415E-07, -4.84429E-11, 4.844149999999999E-11, 4.84429E-07, -14.540294959181697
DataValue, -1.72, -4.77297E-07, 4.77339E-07, -4.7729699999999994E-11, 4.7733899999999996E-11, 4.77297E-07, -14.555126898309435
DataValue, -1.71, -4.70449E-07, 4.70307E-07, -4.7044899999999992E-11, 4.7030699999999995E-11, 4.70449E-07, -14.569578279120298
DataValue, -1.7, -4.6360099999999997E-07, 4.6356E-07, -4.6360099999999995E-11, 4.6356E-11, 4.6360099999999997E-07, -14.584241568451217
DataValue, -1.69, -4.56954E-07, 4.5683299999999997E-07, -4.5695399999999989E-11, 4.5683299999999996E-11, 4.56954E-07, -14.59868310757355
DataValue, -1.68, -4.50466E-07, 4.50546E-07, -4.50466E-11, 4.50546E-11, 4.50466E-07, -14.612983234444263
DataValue, -1.67, -4.43846E-07, 4.43988E-07, -4.43846E-11, 4.4398799999999995E-11, 4.43846E-07, -14.627788181526313
DataValue, -1.6600000000000001, -4.37553E-07, 4.37598E-07, -4.37553E-11, 4.37598E-11, 4.37553E-07, -14.642067995628803
DataValue, -1.6500000000000001, -4.31225E-07, 4.3129499999999997E-07, -4.3122500000000004E-11, 4.3129499999999993E-11, 4.31225E-07, -14.656635841295719
DataValue, -1.6400000000000001, -4.2503299999999997E-07, 4.24904E-07, -4.2503299999999988E-11, 4.2490399999999992E-11, 4.2503299999999997E-07, -14.671099023977547
DataValue, -1.6300000000000001, -4.18964E-07, 4.18986E-07, -4.1896399999999995E-11, 4.18986E-11, 4.18964E-07, -14.685480839569925
DataValue, -1.62, -4.1298899999999997E-07, 4.13007E-07, -4.1298899999999994E-11, 4.1300699999999993E-11, 4.1298899999999997E-07, -14.699844878722647
DataValue, -1.61, -4.07E-07, 4.07081E-07, -4.0699999999999993E-11, 4.0708099999999996E-11, 4.07E-07, -14.714452651503816
DataValue, -1.6, -4.01199E-07, 4.01057E-07, -4.01199E-11, 4.01057E-11, 4.01199E-07, -14.728808273384169
DataValue, -1.59, -3.95505E-07, 3.95348E-07, -3.95505E-11, 3.9534799999999997E-11, 3.95505E-07, -14.743102407593582
DataValue, -1.58, -3.89877E-07, 3.8984E-07, -3.8987699999999996E-11, 3.8983999999999993E-11, 3.89877E-07, -14.757434532182291
DataValue, -1.57, -3.84179E-07, 3.81855E-07, -3.84179E-11, 3.8185499999999987E-11, 3.84179E-07, -14.772157247137569
DataValue, -1.56, -3.76874E-07, 3.77223E-07, -3.7687399999999993E-11, 3.7722299999999996E-11, 3.76874E-07, -14.79135492286815
DataValue, -1.55, -3.72025E-07, 3.72104E-07, -3.7202499999999994E-11, 3.72104E-11, 3.72025E-07, -14.804304780630297
DataValue, -1.54, -3.66892E-07, 3.67086E-07, -3.6689199999999989E-11, 3.6708599999999995E-11, 3.66892E-07, -14.818198310129242
DataValue, -1.53, -3.6182E-07, 3.6006E-07, -3.6181999999999996E-11, 3.6005999999999992E-11, 3.6182E-07, -14.832118986353295
DataValue, -1.52, -3.55716E-07, 3.55952E-07, -3.5571599999999993E-11, 3.55952E-11, 3.55716E-07, -14.849133177277475
DataValue, -1.51, -3.51017E-07, 3.51146E-07, -3.51017E-11, 3.5114599999999995E-11, 3.51017E-07, -14.862431181604954
DataValue, -1.5, -3.46163E-07, 3.46427E-07, -3.4616299999999996E-11, 3.46427E-11, 3.46163E-07, -14.876356074554741
DataValue, -1.49, -3.41395E-07, 3.3976199999999997E-07, -3.41395E-11, 3.3976199999999992E-11, 3.41395E-07, -14.890225672270354
DataValue, -1.48, -3.35708E-07, 3.35988E-07, -3.3570799999999997E-11, 3.35988E-11, 3.35708E-07, -14.90702410244306
DataValue, -1.47, -3.31361E-07, 3.3128E-07, -3.31361E-11, 3.3128E-11, 3.31361E-07, -14.920057421437926
DataValue, -1.46, -3.26813E-07, 3.27061E-07, -3.2681299999999992E-11, 3.27061E-11, 3.26813E-07, -14.933877695069992
DataValue, -1.45, -3.22273E-07, 3.22262E-07, -3.22273E-11, 3.22262E-11, 3.22273E-07, -14.94786682451657
DataValue, -1.44, -3.17738E-07, 3.17759E-07, -3.1773799999999994E-11, 3.17759E-11, 3.17738E-07, -14.96203869312893
DataValue, -1.43, -3.13216E-07, 3.13233E-07, -3.1321599999999994E-11, 3.1323299999999994E-11, 3.13216E-07, -14.976372788566259
DataValue, -1.42, -3.0899399999999997E-07, 3.08987E-07, -3.0899399999999994E-11, 3.0898699999999991E-11, 3.0899399999999997E-07, -14.989943977712915
DataValue, -1.41, -3.0455999999999997E-07, 3.0454E-07, -3.0455999999999989E-11, 3.0454E-11, 3.0455999999999997E-07, -15.004397724872169
DataValue, -1.4000000000000001, -3.00178E-07, 3.00144E-07, -3.0017799999999994E-11, 3.0014399999999995E-11, 3.00178E-07, -15.018890204909503
DataValue, -1.3900000000000001, -2.95911E-07, 2.96032E-07, -2.9591099999999993E-11, 2.96032E-11, 2.95911E-07, -15.033207103510021
DataValue, -1.3800000000000001, -2.91792E-07, 2.91751E-07, -2.9179199999999993E-11, 2.9175099999999992E-11, 2.91792E-07, -15.047224617271935
DataValue, -1.37, -2.87675E-07, 2.87688E-07, -2.87675E-11, 2.8768799999999997E-11, 2.87675E-07, -15.061434466236889
DataValue, -1.36, -2.83714E-07, 2.83676E-07, -2.8371399999999995E-11, 2.8367599999999996E-11, 2.83714E-07, -15.07529914844646
DataValue, -1.35, -2.79663E-07, 2.79585E-07, -2.7966299999999992E-11, 2.7958499999999996E-11, 2.79663E-07, -15.089680530079509
DataValue, -1.34, -2.75585E-07, 2.7559099999999997E-07, -2.7558500000000003E-11, 2.7559099999999994E-11, 2.75585E-07, -15.104369725993465
DataValue, -1.33, -2.717E-07, 2.70203E-07, -2.7169999999999998E-11, 2.7020299999999996E-11, 2.717E-07, -15.11856732051411
DataValue, -1.32, -2.67046E-07, 2.67248E-07, -2.6704599999999998E-11, 2.6724799999999998E-11, 2.67046E-07, -15.135844908741262
DataValue, -1.31, -2.63577E-07, 2.6361599999999997E-07, -2.6357699999999997E-11, 2.6361599999999993E-11, 2.63577E-07, -15.148920291539124
DataValue, -1.3, -2.60029E-07, 2.6014E-07, -2.6002899999999998E-11, 2.6013999999999995E-11, 2.60029E-07, -15.162472673689297
DataValue, -1.29, -2.5635899999999997E-07, 2.55282E-07, -2.5635899999999997E-11, 2.5528199999999996E-11, 2.5635899999999997E-07, -15.176687031082542
DataValue, -1.28, -2.5212999999999997E-07, 2.52344E-07, -2.5212999999999996E-11, 2.52344E-11, 2.5212999999999997E-07, -15.193321009435854
DataValue, -1.27, -2.48953E-07, 2.48391E-07, -2.4895299999999994E-11, 2.4839099999999996E-11, 2.48953E-07, -15.206001713318255
DataValue, -1.26, -2.45186E-07, 2.45329E-07, -2.4518599999999996E-11, 2.45329E-11, 2.45186E-07, -15.221248730762369
DataValue, -1.25, -2.41972E-07, 2.42077E-07, -2.4197199999999994E-11, 2.4207699999999993E-11, 2.41972E-07, -15.234443819963111
DataValue, -1.24, -2.38588E-07, 2.3856899999999997E-07, -2.3858799999999998E-11, 2.3856899999999996E-11, 2.38588E-07, -15.248527621925389
DataValue, -1.23, -2.35275E-07, 2.34336E-07, -2.3527499999999996E-11, 2.3433599999999994E-11, 2.35275E-07, -15.26251079420156
DataValue, -1.22, -2.31487E-07, 2.31604E-07, -2.3148699999999995E-11, 2.3160399999999996E-11, 2.31487E-07, -15.278742120504461
DataValue, -1.21, -2.2842499999999998E-07, 2.28549E-07, -2.2842499999999998E-11, 2.2854899999999995E-11, 2.2842499999999998E-07, -15.292057908061727
DataValue, -1.2, -2.25295E-07, 2.25353E-07, -2.2529499999999998E-11, 2.2535299999999995E-11, 2.25295E-07, -15.305855182386519
DataValue, -1.19, -2.22159E-07, 2.2209899999999998E-07, -2.2215899999999997E-11, 2.2209899999999994E-11, 2.22159E-07, -15.31987249521835
DataValue, -1.18, -2.19074E-07, 2.19081E-07, -2.1907399999999994E-11, 2.19081E-11, 2.19074E-07, -15.333856264661725
DataValue, -1.17, -2.16021E-07, 2.15988E-07, -2.16021E-11, 2.1598799999999997E-11, 2.16021E-07, -15.347890211765797
DataValue, -1.16, -2.1299599999999998E-07, 2.13058E-07, -2.12996E-11, 2.1305799999999998E-11, 2.1299599999999998E-07, -15.361992450756043
DataValue, -1.1500000000000001, -2.1000699999999998E-07, 2.09988E-07, -2.10007E-11, 2.0998799999999994E-11, 2.1000699999999998E-07, -15.376124973451152
DataValue, -1.1400000000000001, -2.07005E-07, 2.06791E-07, -2.0700499999999998E-11, 2.0679099999999994E-11, 2.07005E-07, -15.390522889383387
DataValue, -1.1300000000000001, -2.03912E-07, 2.03949E-07, -2.03912E-11, 2.0394899999999995E-11, 2.03912E-07, -15.405577308719119
DataValue, -1.12, -2.0106E-07, 2.01187E-07, -2.0105999999999997E-11, 2.0118699999999997E-11, 2.0106E-07, -15.419662465969138
DataValue, -1.11, -1.9828899999999998E-07, 1.98299E-07, -1.9828899999999996E-11, 1.9829899999999998E-11, 1.9828899999999998E-07, -15.433540274467079
DataValue, -1.1, -1.95504E-07, 1.95478E-07, -1.9550399999999998E-11, 1.9547799999999996E-11, 1.95504E-07, -15.447684997372244
DataValue, -1.09, -1.92683E-07, 1.9276E-07, -1.92683E-11, 1.9275999999999995E-11, 1.92683E-07, -15.462219485448843
DataValue, -1.08, -1.89971E-07, 1.9000399999999999E-07, -1.89971E-11, 1.9000399999999994E-11, 1.89971E-07, -15.476394408014258
DataValue, -1.07, -1.8728E-07, 1.8729699999999999E-07, -1.8728E-11, 1.8729699999999998E-11, 1.8728E-07, -15.490661013763756
DataValue, -1.06, -1.84553E-07, 1.84639E-07, -1.8455299999999998E-11, 1.84639E-11, 1.84553E-07, -15.505329151845279
DataValue, -1.05, -1.82E-07, 1.81888E-07, -1.8199999999999996E-11, 1.8188799999999996E-11, 1.82E-07, -15.519259149869615
DataValue, -1.04, -1.79287E-07, 1.79285E-07, -1.79287E-11, 1.79285E-11, 1.79287E-07, -15.534277963146813
DataValue, -1.03, -1.76761E-07, 1.768E-07, -1.7676099999999998E-11, 1.7679999999999997E-11, 1.76761E-07, -15.548467299311325
DataValue, -1.02, -1.74219E-07, 1.74347E-07, -1.74219E-11, 1.7434699999999994E-11, 1.74219E-07, -15.562952708441269
DataValue, -1.01, -1.71763E-07, 1.7132899999999999E-07, -1.7176299999999996E-11, 1.7132899999999997E-11, 1.71763E-07, -15.577150217296467
DataValue, -1, -1.69024E-07, 1.69142E-07, -1.6902399999999997E-11, 1.6914199999999998E-11, 1.69024E-07, -15.593225120271745
DataValue, -0.99, -1.66757E-07, 1.66834E-07, -1.6675699999999994E-11, 1.66834E-11, 1.66757E-07, -15.606728174021278
DataValue, -0.98, -1.64355E-07, 1.6446499999999998E-07, -1.6435499999999997E-11, 1.6446499999999998E-11, 1.64355E-07, -15.621237114420945
DataValue, -0.97, -1.62046E-07, 1.62004E-07, -1.6204599999999996E-11, 1.6200399999999998E-11, 1.62046E-07, -15.63538559140309
DataValue, -0.96, -1.59693E-07, 1.59761E-07, -1.5969299999999997E-11, 1.5976099999999997E-11, 1.59693E-07, -15.65001261487145
DataValue, -0.95000000000000007, -1.57423E-07, 1.57435E-07, -1.5742299999999995E-11, 1.57435E-11, 1.57423E-07, -15.66432938711475
DataValue, -0.94000000000000006, -1.5518E-07, 1.552E-07, -1.5517999999999997E-11, 1.552E-11, 1.5518E-07, -15.678680103480607
DataValue, -0.93, -1.52946E-07, 1.53017E-07, -1.5294599999999996E-11, 1.5301699999999997E-11, 1.52946E-07, -15.693180919028842
DataValue, -0.92, -1.50773E-07, 1.50705E-07, -1.5077299999999997E-11, 1.5070499999999997E-11, 1.50773E-07, -15.70749044249588
DataValue, -0.91, -1.48524E-07, 1.48577E-07, -1.48524E-11, 1.4857699999999998E-11, 1.48524E-07, -15.722519275600526
DataValue, -0.9, -1.46409E-07, 1.46505E-07, -1.4640899999999997E-11, 1.4650499999999997E-11, 1.46409E-07, -15.736861761898899
DataValue, -0.89, -1.4427299999999998E-07, 1.44324E-07, -1.4427299999999996E-11, 1.44324E-11, 1.4427299999999998E-07, -15.751558498860991
DataValue, -0.88, -1.42216E-07, 1.41669E-07, -1.4221599999999998E-11, 1.4166899999999999E-11, 1.42216E-07, -15.765918808326028
DataValue, -0.87, -1.39857E-07, 1.39981E-07, -1.39857E-11, 1.3998099999999997E-11, 1.39857E-07, -15.782645364922196
DataValue, -0.86, -1.37996E-07, 1.37977E-07, -1.3799599999999995E-11, 1.3797699999999997E-11, 1.37996E-07, -15.796041137716541
DataValue, -0.85, -1.35967E-07, 1.3591799999999999E-07, -1.3596699999999998E-11, 1.3591799999999997E-11, 1.35967E-07, -15.810853627712744
DataValue, -0.84, -1.33964E-07, 1.3390999999999999E-07, -1.3396399999999998E-11, 1.3390999999999996E-11, 1.33964E-07, -15.825694729806598
DataValue, -0.83000000000000007, -1.32007E-07, 1.32109E-07, -1.3200699999999999E-11, 1.3210899999999998E-11, 1.32007E-07, -15.840410885463067
DataValue, -0.82000000000000006, -1.30078E-07, 1.2937999999999999E-07, -1.3007799999999999E-11, 1.2937999999999997E-11, 1.30078E-07, -15.85513156641886
DataValue, -0.81, -1.27845E-07, 1.27965E-07, -1.2784499999999998E-11, 1.2796499999999998E-11, 1.27845E-07, -15.872447244304041
DataValue, -0.8, -1.26157E-07, 1.25661E-07, -1.26157E-11, 1.2566099999999999E-11, 1.26157E-07, -15.885738673902198
DataValue, -0.79, -1.24091E-07, 1.24296E-07, -1.2409099999999997E-11, 1.2429599999999996E-11, 1.24091E-07, -15.902250669525257
DataValue, -0.78, -1.22414E-07, 1.22432E-07, -1.2241399999999998E-11, 1.2243199999999999E-11, 1.22414E-07, -15.915857094324007
DataValue, -0.77, -1.20656E-07, 1.20764E-07, -1.20656E-11, 1.20764E-11, 1.20656E-07, -15.930322315486119
DataValue, -0.76, -1.18874E-07, 1.18399E-07, -1.1887399999999999E-11, 1.18399E-11, 1.18874E-07, -15.945201728313926
DataValue, -0.75, -1.1692E-07, 1.16989E-07, -1.1692E-11, 1.16989E-11, 1.1692E-07, -15.961775896703365
DataValue, -0.74, -1.1532E-07, 1.1528E-07, -1.1532E-11, 1.1527999999999997E-11, 1.1532E-07, -15.97555496417621
DataValue, -0.73, -1.13614E-07, 1.13717E-07, -1.1361399999999997E-11, 1.13717E-11, 1.13614E-07, -15.990459098816096
DataValue, -0.72, -1.1193E-07, 1.11451E-07, -1.1192999999999999E-11, 1.1145099999999999E-11, 1.1193E-07, -16.005392161045236
DataValue, -0.71, -1.10025E-07, 1.10219E-07, -1.1002499999999998E-11, 1.1021900000000001E-11, 1.10025E-07, -16.022558224249256
DataValue, -0.70000000000000007, -1.08499E-07, 1.08523E-07, -1.0849899999999997E-11, 1.08523E-11, 1.08499E-07, -16.036524880598233
DataValue, -0.69000000000000006, -1.06929E-07, 1.06984E-07, -1.06929E-11, 1.0698399999999998E-11, 1.06929E-07, -16.051100774134042
DataValue, -0.68, -1.05277E-07, 1.04774E-07, -1.0527699999999998E-11, 1.0477399999999999E-11, 1.05277E-07, -16.066670865216135
DataValue, -0.67, -1.03457E-07, 1.03622E-07, -1.0345699999999998E-11, 1.0362199999999999E-11, 1.03457E-07, -16.084109769505162
DataValue, -0.66, -1.02018E-07, 1.01693E-07, -1.0201799999999998E-11, 1.0169299999999997E-11, 1.02018E-07, -16.098116568643007
DataValue, -0.65, -1.00332E-07, 1.00431E-07, -1.0033199999999999E-11, 1.0043099999999996E-11, 1.00332E-07, -16.114781149990488
DataValue, -0.64, -9.8902599999999987E-08, 9.8937E-08, -9.8902599999999975E-12, 9.8936999999999977E-12, 9.8902599999999987E-08, -16.12913030948231
DataValue, -0.63, -9.73953E-08, 9.7479E-08, -9.7395299999999986E-12, 9.7478999999999981E-12, 9.73953E-08, -16.144487882082338
DataValue, -0.62, -9.59512E-08, 9.5964E-08, -9.59512E-12, 9.596399999999999E-12, 9.59512E-08, -16.159426108057097
DataValue, -0.61, -9.4459099999999991E-08, 9.4076E-08, -9.4459099999999981E-12, 9.4076E-12, 9.4459099999999991E-08, -16.175098900366304
DataValue, -0.6, -9.2767599999999992E-08, 9.2812E-08, -9.2767599999999981E-12, 9.2811999999999989E-12, 9.2767599999999992E-08, -16.193168396048129
DataValue, -0.59, -9.1407899999999988E-08, 9.1096E-08, -9.1407899999999974E-12, 9.1095999999999983E-12, 9.1407899999999988E-08, -16.207933928961051
DataValue, -0.58, -8.9870099999999989E-08, 8.9643E-08, -8.9870099999999973E-12, 8.9643E-12, 8.9870099999999989E-08, -16.224900542558377
DataValue, -0.57000000000000006, -8.844979999999999E-08, 8.8577E-08, -8.8449799999999977E-12, 8.8577E-12, 8.844979999999999E-08, -16.240830677507674
DataValue, -0.56, -8.71324E-08, 8.7079E-08, -8.71324E-12, 8.7078999999999977E-12, 8.71324E-08, -16.255837036034944
DataValue, -0.55, -8.577679999999999E-08, 8.579E-08, -8.5776799999999978E-12, 8.5789999999999989E-12, 8.577679999999999E-08, -16.271517263286555
DataValue, -0.54, -8.441789999999999E-08, 8.4029E-08, -8.4417899999999965E-12, 8.4029E-12, 8.441789999999999E-08, -16.287486372523354
DataValue, -0.53, -8.2912199999999992E-08, 8.3041E-08, -8.2912199999999979E-12, 8.3041E-12, 8.2912199999999992E-08, -16.305483620373558
DataValue, -0.52, -8.16589E-08, 8.159E-08, -8.1658899999999984E-12, 8.159E-12, 8.16589E-08, -16.320715021633095
DataValue, -0.51, -8.0362299999999992E-08, 8.045E-08, -8.0362299999999972E-12, 8.0449999999999981E-12, 8.0362299999999992E-08, -16.336720676204678
DataValue, -0.5, -7.907459999999999E-08, 7.8719999999999993E-08, -7.9074599999999975E-12, 7.8719999999999988E-12, 7.907459999999999E-08, -16.352874126256271
DataValue, -0.49, -7.7579599999999989E-08, 7.7727999999999993E-08, -7.7579599999999978E-12, 7.7727999999999985E-12, 7.7579599999999989E-08, -16.371961330915916
DataValue, -0.48, -7.6447E-08, 7.6233999999999993E-08, -7.6447E-12, 7.6233999999999984E-12, 7.6447E-08, -16.386668146675508
DataValue, -0.47000000000000003, -7.5101499999999993E-08, 7.4817E-08, -7.5101499999999978E-12, 7.4816999999999987E-12, 7.5101499999999993E-08, -16.404425305006946
DataValue, -0.46, -7.3816199999999988E-08, 7.3922E-08, -7.38162E-12, 7.3922E-12, 7.3816199999999988E-08, -16.421687617234138
DataValue, -0.45, -7.26518E-08, 7.2629E-08, -7.2651799999999983E-12, 7.2628999999999981E-12, 7.26518E-08, -16.4375876709122
DataValue, -0.44, -7.146019999999999E-08, 7.1509E-08, -7.1460199999999983E-12, 7.1508999999999993E-12, 7.146019999999999E-08, -16.454125185586523
DataValue, -0.43, -7.0285299999999987E-08, 6.9887E-08, -7.0285299999999977E-12, 6.9886999999999983E-12, 7.0285299999999987E-08, -16.470703163835733
DataValue, -0.42, -6.89148E-08, 6.8738E-08, -6.8914799999999988E-12, 6.8738E-12, 6.89148E-08, -16.490394877930026
DataValue, -0.41000000000000003, -6.774599999999999E-08, 6.7836E-08, -6.7745999999999974E-12, 6.7835999999999987E-12, 6.774599999999999E-08, -16.507500419519971
DataValue, -0.4, -6.66635E-08, 6.6659E-08, -6.6663499999999994E-12, 6.6659E-12, 6.66635E-08, -16.523608260194646
DataValue, -0.39, -6.5539499999999989E-08, 6.5546E-08, -6.5539499999999983E-12, 6.5545999999999987E-12, 6.5539499999999989E-08, -16.54061282263374
DataValue, -0.38, -6.43841E-08, 6.401E-08, -6.438409999999999E-12, 6.401E-12, 6.43841E-08, -16.558399128729484
DataValue, -0.37, -6.3117E-08, 6.2941E-08, -6.3116999999999994E-12, 6.2940999999999992E-12, 6.3117E-08, -16.578275690055417
DataValue, -0.36, -6.2033E-08, 6.1836E-08, -6.2033E-12, 6.1835999999999988E-12, 6.2033E-08, -16.595599335435885
DataValue, -0.35000000000000003, -6.09252E-08, 6.0713E-08, -6.0925199999999984E-12, 6.0712999999999982E-12, 6.09252E-08, -16.613618954715868
DataValue, -0.34, -5.98025E-08, 5.9689E-08, -5.9802499999999989E-12, 5.9689E-12, 5.98025E-08, -16.632218370843606
DataValue, -0.33, -5.8737299999999995E-08, 5.8728E-08, -5.8737299999999978E-12, 5.8728E-12, 5.8737299999999995E-08, -16.650190877503057
DataValue, -0.32, -5.7702299999999993E-08, 5.7442E-08, -5.7702299999999977E-12, 5.7441999999999989E-12, 5.7702299999999993E-08, -16.667968802874981
DataValue, -0.31, -5.6548099999999997E-08, 5.6413E-08, -5.654809999999999E-12, 5.6412999999999994E-12, 5.6548099999999997E-08, -16.688174233534049
DataValue, -0.3, -5.55418E-08, 5.5632E-08, -5.5541799999999989E-12, 5.5631999999999979E-12, 5.55418E-08, -16.706129946518381
DataValue, -0.29, -5.4539799999999993E-08, 5.4341E-08, -5.4539799999999989E-12, 5.4340999999999992E-12, 5.4539799999999993E-08, -16.724335126569063
DataValue, -0.28, -5.3456399999999994E-08, 5.3502E-08, -5.345639999999999E-12, 5.3501999999999988E-12, 5.3456399999999994E-08, -16.744399468570421
DataValue, -0.27, -5.2461599999999995E-08, 5.248E-08, -5.2461599999999987E-12, 5.2479999999999994E-12, 5.2461599999999995E-08, -16.763184363544646
DataValue, -0.26, -5.14815E-08, 5.1503E-08, -5.14815E-12, 5.1502999999999992E-12, 5.14815E-08, -16.782043317113839
DataValue, -0.25, -5.0493599999999994E-08, 5.0463E-08, -5.0493599999999986E-12, 5.0463E-12, 5.0493599999999994E-08, -16.801419241369629
DataValue, -0.24, -4.9482799999999996E-08, 4.9307E-08, -4.9482799999999988E-12, 4.9306999999999996E-12, 4.9482799999999996E-08, -16.821640702502581
DataValue, -0.23, -4.8403999999999995E-08, 4.8279E-08, -4.8403999999999986E-12, 4.8279E-12, 4.8403999999999995E-08, -16.843683382010607
DataValue, -0.22, -4.7444399999999993E-08, 4.7329E-08, -4.7444399999999987E-12, 4.7328999999999989E-12, 4.7444399999999993E-08, -16.863707337822596
DataValue, -0.21, -4.64476E-08, 4.6309999999999996E-08, -4.6447599999999993E-12, 4.6309999999999991E-12, 4.64476E-08, -16.884941041482136
DataValue, -0.2, -4.5499199999999994E-08, 4.5602E-08, -4.5499199999999989E-12, 4.5601999999999991E-12, 4.5499199999999994E-08, -16.905571093561662
DataValue, -0.19, -4.4556299999999995E-08, 4.447E-08, -4.4556299999999993E-12, 4.4469999999999991E-12, 4.4556299999999995E-08, -16.926512278886214
DataValue, -0.18, -4.3569E-08, 4.3625999999999996E-08, -4.3569E-12, 4.3625999999999992E-12, 4.3569E-08, -16.948919948652634
DataValue, -0.17, -4.2631899999999995E-08, 4.2656E-08, -4.2631899999999989E-12, 4.2655999999999991E-12, 4.2631899999999995E-08, -16.970663037610528
DataValue, -0.16, -4.1684799999999995E-08, 4.1705999999999996E-08, -4.1684799999999984E-12, 4.1705999999999992E-12, 4.1684799999999995E-08, -16.993129282984274
DataValue, -0.15, -4.0716299999999995E-08, 4.0753E-08, -4.0716299999999993E-12, 4.075299999999999E-12, 4.0716299999999995E-08, -17.016637333272644
DataValue, -0.14, -3.97285E-08, 3.9644E-08, -3.9728499999999992E-12, 3.9643999999999995E-12, 3.97285E-08, -17.041197022677842
DataValue, -0.13, -3.8690699999999996E-08, 3.8656E-08, -3.869069999999999E-12, 3.8656E-12, 3.8690699999999996E-08, -17.067666575867289
DataValue, -0.12, -3.7703E-08, 3.7579E-08, -3.770299999999999E-12, 3.7578999999999996E-12, 3.7703E-08, -17.093526170061597
DataValue, -0.11, -3.6631199999999997E-08, 3.6637E-08, -3.663119999999999E-12, 3.6636999999999994E-12, 3.6631199999999997E-08, -17.122365500659527
DataValue, -0.1, -3.5499299999999995E-08, 3.5445E-08, -3.5499299999999992E-12, 3.5444999999999993E-12, 3.5499299999999995E-08, -17.153752858969309
DataValue, -0.09, -3.4251299999999996E-08, 3.4284E-08, -3.4251299999999992E-12, 3.4283999999999994E-12, 3.4251299999999996E-08, -17.189541316754116
DataValue, -0.08, -3.2882099999999995E-08, 3.2865E-08, -3.288209999999999E-12, 3.2864999999999994E-12, 3.2882099999999995E-08, -17.230337400184805
DataValue, -0.07, -3.13583E-08, 3.135E-08, -3.13583E-12, 3.135E-12, 3.13583E-08, -17.277786852117249
DataValue, -0.06, -2.9518699999999998E-08, 2.9429E-08, -2.9518699999999996E-12, 2.9428999999999995E-12, 2.9518699999999998E-08, -17.338241876124219
DataValue, -0.05, -2.72484E-08, 2.7183E-08, -2.7248399999999995E-12, 2.7183E-12, 2.72484E-08, -17.418271033157318
DataValue, -0.04, -2.4401799999999998E-08, 2.4273E-08, -2.44018E-12, 2.4272999999999996E-12, 2.4401799999999998E-08, -17.52860893687636
DataValue, -0.03, -2.0767999999999998E-08, 2.0736E-08, -2.0767999999999994E-12, 2.0736E-12, 2.0767999999999998E-08, -17.689852496424731
DataValue, -0.02, -1.58361E-08, 1.5796E-08, -1.5836099999999998E-12, 1.5796E-12, 1.58361E-08, -17.960973692996525
DataValue, -0.01, -9.1408999999999985E-09, 9.181E-09, -9.1408999999999979E-13, 9.1809999999999969E-13, 9.1408999999999985E-09, -18.5105069880567
